licensee,service,link_mode,band,assignment_count,min_frequency_mhz,max_frequency_mhz
HUTT VALLEY MOTORSPORT CLUB INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.275,150.45
HYBRID TECHNOLOGIES LIMITED,Fixed Link,Bi-directional,EHF (>30 GHz),2,71750.0,81750.0
HYNDS PIPES SYSTEMS LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,466.9063,489.9313
Hamish Franklin,Land Mobile,Simplex,VHF (30-300 MHz),2,153.5313,153.5938
Harris Technology Limited,Land Mobile,Simplex,VHF (30-300 MHz),2,166.3125,166.3875
Health New Zealand,Land Mobile,Simplex,VHF (30-300 MHz),2,150.6375,153.5688
Health New Zealand,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.8063,461.8063
Heath Clapperton,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,458.5063,461.6688
Higgie Tweeddale Partnership,Land Mobile,Simplex,VHF (30-300 MHz),2,150.675,150.675
Honey Harvest Apiary,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.3438,453.4688
I H WEDDING & SONS (WAIKATO) LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.0563,489.8313
IGNITION FIREWOOD LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.3375,153.5313
IHUMATAO QUARRIES LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.5063,488.5313
INFLITE SKI PLANES LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,154.9688,155.7188
INFLITE SKI PLANES LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),2,151.5375,153.1875
INGHAMS ENTERPRISES (NZ) PTY LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,458.4688,461.5813
INSPIRE NET LIMITED,Fixed Link,Bi-directional,EHF (>30 GHz),2,71375.0,81375.0
INVERCARGILL CITY COUNCIL,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,443.475,448.4813
INVERCARGILL CITY COUNCIL,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,455.2781,461.5031
ISO LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,166.45,170.65
Ian Williams,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,464.8938,482.0188
Ian Williams,Land Mobile,Simplex,VHF (30-300 MHz),2,84.225,150.425
Icon Logistics Limited,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.5438,455.3063
J & R WEDD COMPANY LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.45,150.45
J H WHITTAKER & SONS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.1813,482.7063
J R K DRAINAGE & ROADING CONTRACTORS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.45,170.75
J SWAP CONTRACTORS LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,420.1625,425.175
JACK LINK'S-NEW ZEALAND LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.0438,488.9688
JADE PROMOTIONS AND EVENTS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.1188,483.6313
JAGRE HOLDINGS LLC,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,420.7875,425.8
JET BAR AND LOUNGE LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.5813,461.7438
JL MURRAY & SONS LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,466.8813,466.9188
JOHN JONES STEEL LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.6938,466.9688
JOHNSTON CIVIL LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.4563,455.2063
JOHNSTON DICK & ASSOCIATES LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,808.75,853.75
JUKEN NEW ZEALAND LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,422.1875,427.2
JUKEN NEW ZEALAND LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,458.4438,458.6188
JUKEN NEW ZEALAND LTD,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.6438,457.6438
JUKEN NEW ZEALAND LTD,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.6063,452.6063
JV ELECTRONICS LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1125,150.675
Joe Bell,Amateur,Repeater,UHF (300 MHz-3 GHz),2,439.475,439.6875
Joe Bell,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,434.475,434.9688
K J EGGELING,Maritime,Unspecified,HF (3-30 MHz),2,4.1264,4.4184
K R SEARLE,Land Mobile,Simplex,VHF (30-300 MHz),2,150.4375,150.6375
KAIKOURA DISTRICT COUNCIL,Paging,Unspecified,VHF (30-300 MHz),2,160.3375,160.3375
KAIPARA LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,488.2563,489.8438
KAKARIKI PROTEINS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.0688,489.8188
KALIN CONTRACTING LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),2,163.125,163.4125
KALIN CONTRACTING LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,167.725,168.0125
KAPITI COAST DISTRICT COUNCIL,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,454.2188,459.2563
KAPITI RETIREMENT TRUST,Paging,Unspecified,VHF (30-300 MHz),2,160.3875,160.5125
KARDON CONSULTANTS LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.3313,454.9813
KARM SAFETY MANAGEMENT LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.6188,461.7938
KARORI SANCTUARY TRUST,Land Mobile,Simplex,VHF (30-300 MHz),2,150.575,150.95
KAWAU BROADBAND LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,11035.0,11565.0
KE GREEN LOGGING LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1875,159.35
KEA AEROSPACE LIMITED,Aeronautical,Unspecified,SHF (3-30 GHz),2,5035.125,5035.125
KENNARDS HIRE NEW ZEALAND LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.8688,489.9688
KERNOHAN CONTRACTORS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.5563,482.5813
KERR & LADBROOK CATERING LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.3188,464.8438
KGL PLANT HOLDINGS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,476.1313,483.4688
KING COUNTRY PET FOOD NEW ZEALAND LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,477.8563,482.2188
KIWI LUMBER (DANNEVIRKE) LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.6375,150.6875
KIWICOAST APIARIES LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,172.55,172.8875
KIWIRAIL LTD,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),2,471.4,471.4
KMART NZ HOLDINGS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,468.3563,468.3938
KMART NZ HOLDINGS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,463.1688,463.2063
KORDIA LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,471.0063,489.05
KT SERVICES LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.5563,461.6438
KT SERVICES LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,165.7375,165.925
Kaipara College,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,477.6688,477.8438
Karl Burtscher,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,477.6438,477.9813
Kieran James Robottom,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,477.5938,481.9938
Kieran James Robottom,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,167.225,169.925
Kieran James Robottom,Land Mobile,Repeater,VHF (30-300 MHz),2,162.625,165.325
LEACH & CO LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,166.35,166.75
LEES VALLEY STATION LLC,Land Mobile,Simplex,VHF (30-300 MHz),2,84.975,170.8375
LEOLABS NEW ZEALAND LIMITED,Radiodetermination,Unspecified,UHF (300 MHz-3 GHz),2,2940.0,2960.0
LG MANUFACTURING CO LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.1188,482.1563
LINCOLN UNIVERSITY,Fixed Link,Bi-directional,SHF (3-30 GHz),2,11075.0,11605.0
LINEAGE LOGISTICS NEW ZEALAND,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.5938,455.1563
LINKED EARTHWORKS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,458.3438,458.4813
LINKWATER SETTLERS INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.0625,150.1875
"LION - BEER, SPIRITS & WINE (NZ) LIMITED",Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,467.0188,467.0813
"LION - BEER, SPIRITS & WINE (NZ) LIMITED",Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,461.8313,461.8938
LIQUEO BULK STORAGE LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,455.2188,455.2188
LIQUIGAS LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,455.1813,455.2688
LISTER HELICOPTERS LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,166.4875,166.4875
LIVEWIRE AUDIO VISUAL LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,472.2063,472.2438
LOGHAUL LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,170.7625,170.7625
LRAE COMMS GROUP LIMITED,Spectrum Licence,Unspecified,SHF (3-30 GHz),2,3310.0,3310.0
LT TRANSPORT LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,449.9563,453.5438
LYTTELTON ENGINEERING CO,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1125,150.7125
LYTTELTON PORT COMPANY LIMITED,Maritime,Unspecified,VHF (30-300 MHz),2,156.6,156.8
Lahar Logging Ltd,Land Mobile,Simplex,VHF (30-300 MHz),2,153.5438,153.5438
M A & L P PICARD LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,153.5313,153.5563
M R HOLLAND,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.4813,461.9063
M R HOLLAND,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.4438,467.0938
M.F.L LOGGING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,166.7375,170.625
MACAULAY METALS LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,21434.0,22666.0
MACKENZIE MANAGEMENT LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.075,150.725
MACTRACTOR LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.7375,153.5563
MAGNUM CONSTRUCTION LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,165.8125,170.3125
MAINPOWER NEW ZEALAND LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,170.325,170.6125
MAMMOTH LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,172.4125,172.4125
MANAWA ENERGY GENERATION LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,18387.5,19397.5
MANAWATU AMATEUR RADIO SOCIETY INCORPORATED,Amateur,Mobile Transmit,VHF (30-300 MHz),2,146.05,147.725
MANAWATU DISTRICT COUNCIL,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),2,471.05,471.05
MANAWATU-WANGANUI REGIONAL COUNCIL,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),2,466.8125,466.8375
MANFEILD PARK TRUST,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.3688,453.4938
"MANGAHAO JOINT VENTURE, MANGAHAO POWER STATION,",Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,85.2938,153.8688
"MANGAHAO JOINT VENTURE, MANGAHAO POWER STATION,",Land Mobile,Repeater,VHF (30-300 MHz),2,81.325,152.0875
MARAETAI SAILING CLUB INCORPORATED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.0688,489.9813
MARLBOROUGH AIRPORT LIMITED,Aeronautical,Base Station,VHF (30-300 MHz),2,118.1,122.8
MARLBOROUGH AMATEUR RADIO CLUB INC,Amateur,Beacon,VHF (30-300 MHz),2,50.054,50.2945
MARLBOROUGH DISTRICT COUNCIL,Land Mobile,Simplex,VHF (30-300 MHz),2,153.4813,153.5563
MARLBOROUGH LOGGING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1125,150.5375
MARLBOROUGH TOUR COMPANY LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,450.1125,450.1125
MARLBOROUGH-NELSON MARINE RADIO ASSOCIATION INCORPORATED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,454.325,459.3625
MARTON BRANCH NZART,Amateur,Unspecified,UHF (300 MHz-3 GHz),2,432.3,1296.5
MARTON BRANCH NZART,Amateur,Unspecified,VHF (30-300 MHz),2,50.293,144.489
MASSEY UNIVERSITY,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,449.5313,449.5313
MASSEY UNIVERSITY,Land Mobile,Repeater,VHF (30-300 MHz),2,151.6375,153.15
MASSEY UNIVERSITY,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,154.9313,155.8188
MASSEY UNIVERSITY,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.5813,472.6313
MASSEY UNIVERSITY,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.6188,478.6188
MASTERTON DISTRICT COUNCIL,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.3938,487.525
MASTERTON DISTRICT COUNCIL,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.3563,493.5375
MASTERTON DISTRICT COUNCIL,Land Mobile,Simplex,MF (300 kHz-3 MHz),2,2.0194,2.0224
MATAMATA DIRECTIONAL DRILLING LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,458.6188,461.5063
MATAMATA PIAKO DISTRICT COUNCIL,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,467.8625,468.3125
MATAMATA PIAKO DISTRICT COUNCIL,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,462.675,463.125
MAUNGATAUTARI ECOLOGICAL ISLAND TRUST,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,442.4375,447.4438
MAUNGATAUTARI ECOLOGICAL ISLAND TRUST,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,491.5063,491.7188
MAUNGATAUTARI ECOLOGICAL ISLAND TRUST,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,485.4938,485.7063
MCCARTHY TRANSPORT  LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,150.2,150.9875
MCCROSTIE TRUCKING LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,453.4938,453.4938
MCKAY LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.9313,489.9438
MCLAREN CONTRACTING LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.7313,483.7563
MECHANISED CABLE HARVESTING 2025 LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,170.9375,173.8313
MEDIAWORKS RADIO LIMITED,Fixed Link,Bi-directional,EHF (>30 GHz),2,37583.0,38843.0
MEDIAWORKS RADIO LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,159.4625,159.5375
MEDICS ON SCENE LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,461.5188,461.6813
MELODY DAIRIES LIMITED PARTNERSHIP,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.1188,483.4563
MERCURY BAY BRANCH 85 NZART,Amateur,Repeater,UHF (300 MHz-3 GHz),2,434.8,434.975
MERCURY BAY BRANCH 85 NZART,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,439.8,439.975
MERCURY NZ LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,465.7625,465.7625
MERCURY NZ LIMITED,Paging,Unspecified,VHF (30-300 MHz),2,160.4875,160.4875
MERIDIAN ENERGY LIMITED,Telemetry & Telecommand,Uni-directional,VHF (30-300 MHz),2,160.1375,160.1375
METEOROLOGICAL SERVICE OF NEW ZEALAND LIMITED,Meteorological,Unspecified,EHF (>30 GHz),2,35120.0,94000.0
METRO CAPITAL HOLDINGS LIMITED,Fixed Link,Uni-directional,UHF (300 MHz-3 GHz),2,405.625,849.25
METROPOLITAN GLASS & GLAZING LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,466.7188,466.8563
METSPRAY (NZ) 2013 LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,464.8188,465.1188
MICHAEL HANNAN PROJECT SERVICES LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,470.6438,488.8813
MIKE EDRIDGE CONTRACTING LTD,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,462.9563,463.1188
MIKE EDRIDGE CONTRACTING LTD,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,468.1438,468.3063
MIKE HARRIS EARTHMOVING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.7,150.725
MILFORD TRACK LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,154.8313,154.9063
MILFORD TRACK LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),2,153.05,153.125
MILLS CHAPMAN COMMUNICATIONS LTD,Fixed Link,Bi-directional,SHF (3-30 GHz),2,18360.0,19370.0
MILLS CHAPMAN COMMUNICATIONS LTD,Land Mobile,Repeater,VHF (30-300 MHz),2,151.8375,152.8625
MILLS CHAPMAN COMMUNICATIONS LTD,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,153.6188,154.6438
MOANA COMMUNICATIONS,Fixed Link,Uni-directional,UHF (300 MHz-3 GHz),2,405.175,933.75
MOBIL OIL NZ LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,455.1938,455.2688
MOBILE SYSTEMS LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,461.35,466.5625
MONDIALE FREIGHT SERVICES LIMITED,Fixed Link,Bi-directional,EHF (>30 GHz),2,74250.0,84250.0
MRS HIGGINS (2004) LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.0563,489.8438
MULTI-MEDIA SYSTEMS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,449.9938,465.0063
MUSEUM OF NEW ZEALAND TE PAPA TONGAREWA,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.3188,451.3813
MUSEUM OF NEW ZEALAND TE PAPA TONGAREWA,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.3563,456.4188
MUSICK POINT RADIO GROUP INCORPORATED,Amateur,Mobile Transmit,Unknown,2,,
Marama Hunter,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.1813,483.5813
Marr Farms Ltd,Land Mobile,Simplex,VHF (30-300 MHz),2,153.5563,153.5563
Martyn Levy,Land Mobile,Simplex,VHF (30-300 MHz),2,165.775,165.775
Mid-Canterbury Building Removals Ltd,Land Mobile,Simplex,VHF (30-300 MHz),2,150.15,150.7375
MidCentral District Health Board,Land Mobile,Repeater,VHF (30-300 MHz),2,151.475,165.1875
MidCentral District Health Board,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,155.6563,169.7875
N B ABEL,Land Mobile,Simplex,VHF (30-300 MHz),2,166.725,171.7
NAPIER CITY COUNCIL,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,443.025,448.0313
NAPIER CITY COUNCIL,Land Mobile,Simplex,VHF (30-300 MHz),2,172.35,172.625
NARELLAN POOLS (NZ) PTY LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,477.6188,477.8688
NATIONWIRED LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,482.0438,489.8688
NAVICO GROUP APAC LIMITED,Radiodetermination,Unspecified,SHF (3-30 GHz),2,9410.0,9445.0
NELSON CITY COUNCIL,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,470.7938,477.8688
NELSON MARKETING AND BUSINESS CONSULTANTS LIMITED,Broadcasting,Unspecified,UHF (300 MHz-3 GHz),2,514.0,522.0
NELSON MARKETING AND BUSINESS CONSULTANTS LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,5945.2,6197.24
NELSON MARLBOROUGH AREA HEALTH BOARD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,470.775,470.8
NELSON MARLBOROUGH AREA HEALTH BOARD,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,462.0688,462.0688
NELSON MARLBOROUGH AREA HEALTH BOARD,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,467.2563,467.2563
NELSPECS LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,441.5375,446.5438
NET ALARMS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,868.1,868.5
NETCOM SERVICES LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,440.0125,445.0188
NETSPEED LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,10715.0,11245.0
NETWORK TASMAN LTD,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,455.35,456.4688
NETWORK TASMAN LTD,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,450.3125,451.4313
NETWORK TASMAN LTD,Paging,Unspecified,VHF (30-300 MHz),2,157.825,157.825
NEW PLYMOUTH AMATEUR RADIO CLUB,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,433.475,438.8
NEW PLYMOUTH AMATEUR RADIO CLUB,Amateur,Repeater,UHF (300 MHz-3 GHz),2,433.8,438.475
NEW PLYMOUTH AMATEUR RADIO CLUB,Amateur,Mobile Transmit,VHF (30-300 MHz),2,147.2,147.8
NEW PLYMOUTH AMATEUR RADIO CLUB,Amateur,Repeater,VHF (30-300 MHz),2,147.2,147.8
NEW ZEALAND OIL SERVICES LIMITED,Fixed Link,Bi-directional,UHF (300 MHz-3 GHz),2,454.425,459.4625
NEW ZEALAND POLICE,Maritime,Unspecified,MF (300 kHz-3 MHz),2,2.1834,2.4814
NEW ZEALAND ROCKETRY ASSOCIATION INCORPORATED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,470.8563,477.6563
NEW ZEALAND STARCH LIMITED,Paging,Unspecified,VHF (30-300 MHz),2,31.4,160.5375
NEW ZEALAND SYMPHONY ORCHESTRA,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,483.7813,488.3813
NEW ZEALAND WARRIORS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,488.2563,488.2813
NEWVALE COAL,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,489.85,489.85
NGA MANU TRUST,Land Mobile,Simplex,VHF (30-300 MHz),2,171.55,172.8875
NGA WAIRIKI - NGATI APA DEVELOPMENTS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1,150.1
NGATI REHUA-NGATIWAI KI AOTEA TRUST,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,153.8063,153.9688
NGATI REHUA-NGATIWAI KI AOTEA TRUST,Land Mobile,Repeater,VHF (30-300 MHz),2,152.025,152.1875
NGATI TUWHARETOA GEOTHERMAL ASSETS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),2,480.0188,480.9438
NGATI TUWHARETOA GEOTHERMAL ASSETS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),2,474.0313,474.9563
NGATIHINE HEALTH TRUST,Fixed Link,Uni-directional,UHF (300 MHz-3 GHz),2,848.75,849.25
NIAGARA SAWMILLING CO LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,165.85,165.85
NOKOMAI HELICOPTERS LTD,Land Mobile,Simplex,VHF (30-300 MHz),2,166.35,166.35
NOMAD ADVENTURES LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.1875,150.3125
NORTH CANTERBURY AMATEUR RADIO CLUB,Amateur,Mobile Transmit,VHF (30-300 MHz),2,146.15,146.375
NORTH CANTERBURY AMATEUR RADIO CLUB,Amateur,Repeater,VHF (30-300 MHz),2,146.75,146.975
NORTHLAND CAR CLUB INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.3125,165.95
NORTHLAND EVENTS CENTRE (2021) TRUST,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,476.3563,477.7063
NORTHLAND FOREST MANAGERS (1995) LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),2,154.3563,154.5188
NORTHLAND FOREST MANAGERS (1995) LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.95,153.5563
NORTHLAND FOREST MANAGERS (1995) LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),2,152.575,152.7375
NORTHPORT LIMITED,Maritime,Unspecified,VHF (30-300 MHz),2,156.55,156.8
NORTHPORT LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,464.9688,466.9938
NORTHPOWER LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,7866.3,8177.62
NOVA FLOWTEC SERVICES LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,464.9063,466.7188
NOVACOMM LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,165.7375,170.3375
NOVACOMM LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),2,449.9938,455.0938
NP WOOD FIBRE COMPANY LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),2,150.3375,153.5313
NZ HOT HOUSE LIMITED,Fixed Link,Bi-directional,SHF (3-30 GHz),2,18222.5,19232.5
NZART CHRISTCHURCH BRANCH 05 INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,433.975,434.7
NZART CHRISTCHURCH BRANCH 05 INC,Amateur,Beacon,VHF (30-300 MHz),2,50.04,144.285
NZART EASTERN BOP BRANCH,Amateur,Repeater,VHF (30-300 MHz),2,144.575,147.3
NZART KAPITI BRANCH INC,Amateur,Mobile Transmit,VHF (30-300 MHz),2,144.75,146.25
NZART KAPITI BRANCH INC,Amateur,Repeater,VHF (30-300 MHz),2,145.35,146.85
NZART KAPITI BRANCH INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,434.65,434.7
NZART KAPITI BRANCH INC,Amateur,Repeater,UHF (300 MHz-3 GHz),2,439.65,439.7
NZART NORTH OTAGO BRANCH 64,Amateur,Repeater,UHF (300 MHz-3 GHz),2,438.65,439.2375
NZART RAGLAN BRANCH 83,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),2,434.425,434.45
NZART RAGLAN BRANCH 83,Amateur,Repeater,VHF (30-300 MHz),2,145.35,147.05
NZART RAGLAN BRANCH 83,Amateur,Mobile Transmit,VHF (30-300 MHz),2,144.75,147.65
NZART RAGLAN BRANCH 83,Amateur,Repeater,UHF (300 MHz-3 GHz),2,439.425,439.45
